description,amount,category,date
Clinic Best,71.85,Healthcare,2025-04-01
Rite Aid I,101.83,Healthcare,2025-03-04
Subway order 158,5.02,Food & Dining,2025-11-01
Subway order 349,52.97,Food & Dining,2025-01-18
Airbnb ride from Port Erinside,710.25,Travel,2025-03-20
Bank Transfer Specific,477.51,Finance,2025-07-13
Charity Donation Art,219.98,Others,2025-01-30
Investment Platform Follow,110.79,Finance,2025-05-21
Spotify Reveal,23.04,Entertainment,2025-09-06
Fitbit Subscription Our,78.22,Fitness,2025-05-24
Internet Service Water,212.32,Utilities,2025-09-19
Planet Fitness Travel,129.14,Fitness,2025-03-22
Internet Service Water,119.92,Utilities,2025-06-12
Walgreens Rich,188.48,Healthcare,2025-09-07
Spotify Concern,43.79,Entertainment,2025-08-13
Delta Airlines ride from Millsfort,607.0,Travel,2025-09-09
Bank Transfer Shake,749.27,Finance,2025-03-16
Amazon Political,370.69,Shopping,2025-04-06
Gift Shop Exist,437.16,Others,2025-09-08
Flipkart Question,244.03,Shopping,2025-02-12
Miscellaneous Personal,56.02,Others,2025-07-25
Walgreens Ahead,177.66,Healthcare,2025-03-04
Domino's order 941,8.22,Food & Dining,2025-02-07
Fitbit Subscription Mind,56.96,Fitness,2025-09-25
Internet Service Area,117.28,Utilities,2025-10-14
Lyft ride from South James,959.49,Travel,2025-05-16
Pizza Hut order 187,63.5,Food & Dining,2025-09-15
Yoga Studio Message,10.43,Fitness,2025-06-22
Flipkart Information,175.85,Shopping,2025-01-26
Etsy Occur,437.32,Shopping,2025-06-01
Hospital Cost,190.8,Healthcare,2025-01-03
Yoga Studio Read,17.73,Fitness,2025-01-10
Loan EMI Wind,829.15,Finance,2025-10-26
Walgreens Big,167.73,Healthcare,2025-07-09
Subway order 620,4.36,Food & Dining,2025-05-18
Uber ride from Riggschester,112.57,Travel,2025-04-10
Subway order 552,90.3,Food & Dining,2025-02-08
Charity Donation Green,181.91,Others,2025-03-19
McDonald's order 139,39.5,Food & Dining,2025-10-06
Miscellaneous Suddenly,133.96,Others,2025-04-01
KFC order 317,37.9,Food & Dining,2024-12-21
Gym Membership Analysis,52.57,Fitness,2025-07-04
Cafe Nero order 165,88.49,Food & Dining,2025-09-13
Airbnb ride from Lake Johnfort,282.19,Travel,2025-04-26
Subway order 456,74.16,Food & Dining,2025-02-06
Ola ride from North Kristopher,931.12,Travel,2025-03-29
Walmart Seek,385.19,Shopping,2025-07-08
Gas Co Doctor,218.38,Utilities,2025-02-05
Investment Platform Evidence,350.55,Finance,2025-04-01
Subway order 519,95.65,Food & Dining,2025-09-29
Starbucks order 623,52.38,Food & Dining,2025-04-25
Movie Theater Among,38.43,Entertainment,2025-11-16
Movie Theater Whose,31.65,Entertainment,2025-01-11
Loan EMI Career,356.42,Finance,2025-09-24
Charity Donation Enough,82.27,Others,2025-09-19
Cinema Television,33.86,Entertainment,2025-11-19
Cafe Nero order 591,65.79,Food & Dining,2025-08-11
Trainline ride from East Sonyatown,127.68,Travel,2025-07-13
Etsy Style,310.71,Shopping,2025-01-20
Best Buy Sing,430.4,Shopping,2025-02-07
Uber ride from Beasleytown,43.93,Travel,2025-05-11
Cinema Family,13.79,Entertainment,2025-01-15
Internet Service Up,54.8,Utilities,2025-09-25
Amazon Court,319.27,Shopping,2025-10-22
Hulu Actually,41.05,Entertainment,2025-06-09
Fitbit Subscription Give,116.66,Fitness,2025-10-23
Hospital Nearly,85.68,Healthcare,2025-07-05
Target Word,496.41,Shopping,2025-07-26
Gas Co Body,247.29,Utilities,2025-11-09
Walmart President,59.63,Shopping,2025-09-20
Yoga Studio Return,128.97,Fitness,2025-11-19
Hospital Successful,149.66,Healthcare,2025-08-26
Phone Bill Interest,63.23,Utilities,2025-01-08
Miscellaneous Development,377.64,Others,2025-05-07
Best Buy Or,28.32,Shopping,2025-03-09
Hospital Trade,199.72,Healthcare,2024-11-24
Water Board Into,33.26,Utilities,2025-04-26
Fitbit Subscription Treat,56.39,Fitness,2025-04-17
Water Board Performance,48.43,Utilities,2025-10-12
Investment Platform Action,1943.5,Finance,2025-08-29
Fitbit Subscription Board,30.19,Fitness,2025-06-05
Cafe Nero order 444,8.55,Food & Dining,2025-10-07
Walgreens Institution,106.41,Healthcare,2025-03-02
Investment Platform Friend,1414.35,Finance,2025-11-19
Etsy Exactly,319.88,Shopping,2025-03-19
Airbnb ride from West Jeffreyland,688.49,Travel,2025-01-05
Cinema Beyond,20.36,Entertainment,2025-10-18
Miscellaneous Represent,367.09,Others,2025-08-10
Etsy Everything,34.49,Shopping,2025-03-06
Clinic Cover,140.25,Healthcare,2025-02-02
Credit Card Payment Especially,315.87,Finance,2025-09-20
Pizza Hut order 859,80.28,Food & Dining,2025-09-30
Miscellaneous Actually,197.17,Others,2025-09-11
Hulu Effect,9.1,Entertainment,2025-01-06
Netflix Company,49.63,Entertainment,2025-09-22
Taxi Service ride from Morseburgh,216.28,Travel,2025-01-10
Etsy Which,221.43,Shopping,2024-12-16
Cafe Nero order 450,65.67,Food & Dining,2025-09-13
Bank Transfer Race,1327.02,Finance,2025-08-02
Walgreens Responsibility,180.98,Healthcare,2025-06-26
Fitbit Subscription Practice,27.94,Fitness,2025-05-26
Miscellaneous Answer,179.22,Others,2025-10-28
Flipkart More,451.35,Shopping,2025-08-16
Flipkart Magazine,253.1,Shopping,2025-06-01
Yoga Studio Collection,33.37,Fitness,2025-01-24
CVS Pharmacy Also,171.11,Healthcare,2025-07-09
Airbnb ride from Petersonchester,8.76,Travel,2025-06-30
CVS Pharmacy Down,17.63,Healthcare,2025-01-06
Fitbit Subscription Hear,117.19,Fitness,2025-11-14
Yoga Studio Fine,136.94,Fitness,2025-07-21
Pizza Hut order 331,11.83,Food & Dining,2025-06-01
Hospital Eight,30.85,Healthcare,2025-09-21
Domino's order 787,19.23,Food & Dining,2025-06-11
Cafe Nero order 334,96.16,Food & Dining,2025-06-09
Rite Aid Season,106.12,Healthcare,2025-01-31
Electric Company Single,199.96,Utilities,2025-05-26
Clinic Successful,167.52,Healthcare,2025-11-10
Delta Airlines ride from Bautistaton,150.77,Travel,2025-03-30
Loan EMI Performance,1094.23,Finance,2025-11-02
Domino's order 633,59.88,Food & Dining,2025-11-02
Charity Donation Voice,163.62,Others,2025-03-10
Credit Card Payment Affect,1679.6,Finance,2024-12-29
Delta Airlines ride from Port Janicehaven,582.4,Travel,2025-05-17
Flipkart Remember,379.51,Shopping,2025-02-06
Starbucks order 308,53.25,Food & Dining,2024-11-24
Disney+ Pull,35.07,Entertainment,2025-04-09
KFC order 350,22.85,Food & Dining,2025-03-21
Cinema Central,27.5,Entertainment,2025-07-23
Internet Service Safe,288.66,Utilities,2025-09-10
Movie Theater Identify,31.33,Entertainment,2025-06-20
Loan EMI Night,280.76,Finance,2025-02-07
Charity Donation Voice,92.47,Others,2025-09-10
Miscellaneous Teach,276.92,Others,2025-03-04
Hulu So,7.59,Entertainment,2024-12-14
Hospital Throughout,25.51,Healthcare,2025-04-23
Clinic Blue,159.88,Healthcare,2025-07-09
Subway order 159,11.97,Food & Dining,2024-12-19
McDonald's order 104,13.56,Food & Dining,2025-06-05
CVS Pharmacy Design,98.72,Healthcare,2025-03-16
Credit Card Payment These,1515.25,Finance,2025-06-27
Spotify Herself,41.06,Entertainment,2025-07-19
Walmart Player,444.38,Shopping,2025-09-07
Bank Transfer Improve,1370.39,Finance,2025-09-06
Amazon Resource,222.31,Shopping,2025-07-05
Movie Theater Reduce,27.73,Entertainment,2025-04-12
Walgreens Professor,144.48,Healthcare,2025-05-12
Spotify Enough,8.8,Entertainment,2025-01-17
Spotify South,18.55,Entertainment,2024-12-11
Charity Donation Choice,161.87,Others,2025-11-21
Delta Airlines ride from Port Chris,874.67,Travel,2024-11-30
Domino's order 815,40.97,Food & Dining,2025-08-30
Fitbit Subscription Dream,122.78,Fitness,2025-09-12
Walmart Style,117.66,Shopping,2024-12-02
Starbucks order 392,67.41,Food & Dining,2025-02-04
Gift Shop Believe,367.14,Others,2025-05-31
Starbucks order 871,15.59,Food & Dining,2025-05-31
Target System,290.25,Shopping,2025-06-03
Rite Aid Few,194.94,Healthcare,2025-07-05
McDonald's order 946,5.02,Food & Dining,2025-10-15
Miscellaneous Black,27.58,Others,2025-10-11
Pizza Hut order 919,38.47,Food & Dining,2025-09-20
Planet Fitness Just,111.12,Fitness,2025-04-19
Yoga Studio Owner,119.95,Fitness,2025-01-12
Fitbit Subscription Nice,28.51,Fitness,2025-10-24
Pizza Hut order 485,43.75,Food & Dining,2025-05-04
Electric Company Onto,117.28,Utilities,2025-03-10
Bank Transfer Look,1345.79,Finance,2025-06-26
Rite Aid Think,91.03,Healthcare,2025-05-16
Walmart Development,189.54,Shopping,2025-11-17
Spotify Paper,16.83,Entertainment,2024-11-27
Gift Shop Then,168.27,Others,2025-07-12
Uber ride from Thomastown,684.96,Travel,2025-04-10
Charity Donation Source,10.97,Others,2025-01-29
Best Buy Today,443.9,Shopping,2025-01-23
Gift Shop Kind,309.71,Others,2025-04-15
Trainline ride from Smithport,177.7,Travel,2025-09-27
Credit Card Payment Soldier,1740.47,Finance,2024-12-09
Charity Donation Detail,29.58,Others,2025-03-06
Gift Shop Guess,93.53,Others,2025-03-07
Gas Co Figure,261.86,Utilities,2024-12-23
Gas Co Travel,183.66,Utilities,2025-09-09
Subway order 464,61.93,Food & Dining,2025-01-05
Miscellaneous Standard,253.82,Others,2025-01-02
Airbnb ride from Schroederland,434.04,Travel,2025-07-17
Bank Transfer Alone,995.27,Finance,2025-05-09
Airbnb ride from Floresshire,214.2,Travel,2025-02-24
KFC order 658,26.46,Food & Dining,2025-04-01
Miscellaneous Tend,227.24,Others,2025-06-25
Fitbit Subscription Add,35.04,Fitness,2025-03-22
Clinic Themselves,50.25,Healthcare,2025-05-18
Investment Platform Hotel,1096.3,Finance,2025-02-13
Starbucks order 707,71.57,Food & Dining,2025-08-02
Planet Fitness Off,89.9,Fitness,2025-08-25
Planet Fitness Car,75.1,Fitness,2024-12-25
Hospital Use,183.21,Healthcare,2024-12-03
Gym Membership Forward,69.25,Fitness,2025-01-09
Uber ride from North Charleschester,312.16,Travel,2025-07-16
Internet Service Yourself,205.24,Utilities,2025-11-13
Trainline ride from Smithmouth,754.55,Travel,2025-01-08
Starbucks order 572,40.03,Food & Dining,2024-11-28
Airbnb ride from Willisville,318.07,Travel,2025-03-03
Pizza Hut order 425,70.44,Food & Dining,2025-09-06
Spotify High,10.81,Entertainment,2025-02-07
Domino's order 340,27.74,Food & Dining,2025-07-04
Water Board Section,165.62,Utilities,2025-11-14
Etsy Begin,49.4,Shopping,2025-09-01
Internet Service Voice,66.12,Utilities,2025-07-07
Walgreens College,16.87,Healthcare,2025-11-15
Water Board Decide,31.3,Utilities,2025-09-27
Clinic Half,119.28,Healthcare,2025-02-10
Charity Donation Still,273.2,Others,2025-03-02
Pizza Hut order 975,70.15,Food & Dining,2024-12-08
Spotify Father,8.52,Entertainment,2025-01-22
Trainline ride from Davidmouth,391.13,Travel,2025-07-09
Pizza Hut order 451,15.87,Food & Dining,2025-04-19
Movie Theater Car,40.25,Entertainment,2025-08-01
Miscellaneous Second,246.2,Others,2025-01-11
Charity Donation Newspaper,125.29,Others,2025-04-20
Walmart Despite,350.43,Shopping,2025-03-06
Spotify Describe,11.17,Entertainment,2025-09-02
Hulu Lot,7.36,Entertainment,2024-12-28
Best Buy Son,413.03,Shopping,2025-08-18
Loan EMI Learn,113.2,Finance,2025-08-27
Target Surface,318.35,Shopping,2025-01-28
Fitbit Subscription Write,116.33,Fitness,2025-07-24
Loan EMI Production,1002.33,Finance,2024-12-24
CVS Pharmacy Person,186.54,Healthcare,2025-04-18
Hulu Political,42.66,Entertainment,2025-09-06
Charity Donation Someone,200.22,Others,2025-02-22
Netflix Southern,18.61,Entertainment,2025-06-06
Fitbit Subscription Father,34.05,Fitness,2024-11-24
Movie Theater Country,7.26,Entertainment,2024-12-07
Investment Platform Center,365.83,Finance,2024-12-01
Starbucks order 597,71.12,Food & Dining,2025-08-22
Rite Aid Seven,54.03,Healthcare,2025-08-06
Water Board Few,254.64,Utilities,2025-04-14
CVS Pharmacy Pretty,165.4,Healthcare,2025-03-15
Trainline ride from New Darleneborough,111.34,Travel,2025-10-11
Hulu History,47.57,Entertainment,2025-07-10
Clinic Give,138.49,Healthcare,2025-04-17
Hospital Yard,140.98,Healthcare,2025-11-02
Airbnb ride from Parkstad,776.29,Travel,2025-06-26
Subway order 812,87.0,Food & Dining,2025-10-07
Charity Donation Writer,391.32,Others,2024-11-27
Rite Aid Learn,61.7,Healthcare,2025-08-11
Phone Bill East,270.91,Utilities,2024-12-31
Amazon Red,406.79,Shopping,2025-01-14
Pizza Hut order 627,4.47,Food & Dining,2025-03-19
Rite Aid Night,146.87,Healthcare,2025-08-28
Movie Theater Project,5.26,Entertainment,2025-05-21
Miscellaneous Set,325.48,Others,2025-06-15
Cinema Pass,33.96,Entertainment,2025-04-19
Loan EMI Him,947.35,Finance,2025-02-21
Gift Shop Coach,356.37,Others,2025-08-17
Planet Fitness Morning,118.37,Fitness,2025-02-02
Movie Theater Section,48.69,Entertainment,2025-05-09
Charity Donation Move,284.43,Others,2025-01-21
Planet Fitness Charge,123.77,Fitness,2025-04-20
Miscellaneous Win,424.14,Others,2025-09-15
Walgreens Marriage,121.65,Healthcare,2025-07-20
Electric Company Trade,151.79,Utilities,2025-10-14
Etsy These,455.58,Shopping,2025-03-31
Electric Company Spring,225.14,Utilities,2025-03-25
Loan EMI Need,1747.49,Finance,2025-05-11
Gift Shop No,300.32,Others,2025-05-22
Yoga Studio Social,102.82,Fitness,2025-05-31
Best Buy Represent,201.26,Shopping,2025-04-21
CVS Pharmacy Recently,126.6,Healthcare,2024-12-28
Credit Card Payment Blue,949.87,Finance,2025-09-08
McDonald's order 931,63.5,Food & Dining,2025-03-31
Flipkart Some,322.36,Shopping,2025-05-23
Spotify Camera,7.73,Entertainment,2025-01-19
KFC order 284,84.49,Food & Dining,2025-04-24
Movie Theater Pull,7.96,Entertainment,2025-03-05
Gift Shop Fight,293.02,Others,2025-09-15
Bank Transfer Event,1585.35,Finance,2025-10-01
Gym Membership Professor,50.9,Fitness,2025-01-29
Gift Shop Best,331.75,Others,2025-01-07
Gym Membership Everybody,24.76,Fitness,2025-07-23
Yoga Studio Be,99.3,Fitness,2025-08-09
Water Board Likely,258.36,Utilities,2025-09-05
Planet Fitness Management,142.68,Fitness,2024-12-01
Best Buy Week,51.21,Shopping,2025-09-30
Pizza Hut order 725,46.64,Food & Dining,2025-06-21
Gift Shop Knowledge,496.39,Others,2025-06-16
Bank Transfer Her,1006.03,Finance,2024-11-23
Clinic Order,84.11,Healthcare,2025-05-05
Loan EMI Dog,811.53,Finance,2025-05-26
Rite Aid Society,123.52,Healthcare,2025-05-08
Domino's order 698,97.09,Food & Dining,2025-04-27
Fitbit Subscription Notice,55.9,Fitness,2025-09-13
Gift Shop Only,431.77,Others,2024-11-23
Cafe Nero order 551,42.44,Food & Dining,2025-04-17
Clinic People,27.52,Healthcare,2025-09-29
Walgreens Develop,84.89,Healthcare,2024-12-30
Gift Shop Consider,146.93,Others,2025-04-08
Gas Co After,87.64,Utilities,2024-12-25
Electric Company Most,86.94,Utilities,2025-09-03
Rite Aid Magazine,153.26,Healthcare,2025-02-15
Electric Company Small,101.64,Utilities,2025-06-11
Investment Platform Plant,472.24,Finance,2025-06-04
Uber ride from East Jacquelineberg,17.96,Travel,2025-01-19
Delta Airlines ride from Acostahaven,412.12,Travel,2024-12-06
Fitbit Subscription Yeah,117.61,Fitness,2025-09-28
Miscellaneous Surface,315.5,Others,2025-08-03
Hulu Have,32.5,Entertainment,2025-07-16
Fitbit Subscription Story,96.2,Fitness,2025-04-23
Starbucks order 279,10.8,Food & Dining,2025-07-01
Loan EMI Since,1544.5,Finance,2025-08-01
Yoga Studio Recently,24.05,Fitness,2025-07-01
Fitbit Subscription Deal,111.18,Fitness,2024-12-11
Credit Card Payment Teacher,1848.74,Finance,2025-07-07
Target Success,352.5,Shopping,2024-12-09
Yoga Studio Including,72.89,Fitness,2025-05-14
Starbucks order 114,13.38,Food & Dining,2025-10-31
Gym Membership She,84.24,Fitness,2025-07-15
Planet Fitness Gun,53.68,Fitness,2025-06-19
KFC order 990,50.62,Food & Dining,2025-10-26
Lyft ride from West Christopherport,736.67,Travel,2025-07-21
Gift Shop Small,225.69,Others,2025-07-25
Gift Shop Democrat,225.3,Others,2025-04-05
Subway order 189,97.26,Food & Dining,2025-06-28
CVS Pharmacy Spend,35.05,Healthcare,2025-07-29
Water Board Oil,207.87,Utilities,2025-04-11
Subway order 609,92.23,Food & Dining,2025-03-14
Hulu Area,32.52,Entertainment,2025-10-23
Charity Donation Usually,49.08,Others,2025-02-01
Cafe Nero order 890,66.65,Food & Dining,2025-05-24
Starbucks order 460,91.88,Food & Dining,2025-06-10
Walmart Operation,116.55,Shopping,2025-09-01
McDonald's order 399,98.74,Food & Dining,2024-11-24
Disney+ Kid,39.05,Entertainment,2025-02-23
Starbucks order 837,83.72,Food & Dining,2025-06-03
Investment Platform Agency,1227.99,Finance,2025-02-24
Loan EMI Care,1024.39,Finance,2024-12-13
Charity Donation How,276.55,Others,2025-04-01
Disney+ Toward,8.73,Entertainment,2025-01-18
Gym Membership Business,10.91,Fitness,2025-03-01
Investment Platform Argue,1496.75,Finance,2025-04-02
Gym Membership Section,98.35,Fitness,2025-02-27
Domino's order 718,39.06,Food & Dining,2025-09-25
Cafe Nero order 512,95.44,Food & Dining,2025-07-13
Clinic Medical,186.7,Healthcare,2025-08-13
Delta Airlines ride from Lisaville,385.12,Travel,2025-06-28
Hulu Wear,24.97,Entertainment,2025-04-02
Internet Service Compare,79.97,Utilities,2025-11-21
Miscellaneous Or,385.28,Others,2025-07-15
Gift Shop Administration,173.75,Others,2025-07-05
Flipkart Do,379.83,Shopping,2025-07-02
Water Board Firm,252.69,Utilities,2025-03-12
Phone Bill Soon,220.07,Utilities,2025-01-14
Disney+ Better,16.78,Entertainment,2025-03-21
Spotify Government,19.74,Entertainment,2025-03-21
Hulu Draw,15.26,Entertainment,2025-03-31
Best Buy Heart,104.91,Shopping,2025-10-09
Delta Airlines ride from Lake Jerryside,142.35,Travel,2025-04-28
Loan EMI Standard,1862.26,Finance,2024-12-01
Water Board Understand,284.03,Utilities,2025-03-04
Bank Transfer Rise,779.62,Finance,2025-08-10
Uber ride from Davisville,436.07,Travel,2025-04-30
Cafe Nero order 525,70.62,Food & Dining,2025-09-09
Walgreens Director,198.47,Healthcare,2024-12-08
Gift Shop Statement,375.6,Others,2025-04-25
Investment Platform Decision,1937.73,Finance,2025-04-08
Bank Transfer Various,1569.08,Finance,2025-03-19
Best Buy Understand,122.64,Shopping,2025-11-18
KFC order 365,32.93,Food & Dining,2025-03-06
Etsy Factor,172.95,Shopping,2025-04-17
Netflix Culture,20.29,Entertainment,2024-11-27
Starbucks order 804,35.39,Food & Dining,2025-03-05
Target Interview,290.24,Shopping,2025-01-22
Taxi Service ride from West Elizabethmouth,368.16,Travel,2025-05-12
Internet Service Night,200.41,Utilities,2025-02-07
Delta Airlines ride from Lake Douglasside,862.23,Travel,2025-07-28
Charity Donation Together,180.02,Others,2025-09-15
Fitbit Subscription Defense,92.42,Fitness,2025-11-07
Hospital Board,180.02,Healthcare,2025-10-21
Starbucks order 289,33.52,Food & Dining,2025-02-12
Loan EMI Station,1968.56,Finance,2024-12-22
Rite Aid Party,38.03,Healthcare,2025-05-16
Clinic Trade,59.28,Healthcare,2025-08-02
Clinic Size,95.82,Healthcare,2025-09-30
Best Buy None,279.49,Shopping,2025-08-14
Gym Membership History,74.23,Fitness,2025-10-16
Airbnb ride from Stephensborough,704.4,Travel,2025-03-10
Electric Company Thousand,44.7,Utilities,2025-08-01
Planet Fitness Yard,47.61,Fitness,2025-04-24
Investment Platform Voice,1482.2,Finance,2025-04-02
Trainline ride from North Martha,442.03,Travel,2025-07-25
Rite Aid Open,145.41,Healthcare,2024-12-14
